algorithm,epsilon,degree,count1,count2,count3,count4,count5,count6,count7,count8,count9,count10
3,10,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.01,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,0.01,1.000000,0.923077,0.666667,0.968719,0.238749,0.800000,0.171938,0.794886,0.800000,-0.029252,0.923077
4,0.01,2.000000,0.769231,0.000000,0.807266,0.119375,0.400000,0.143281,0.662405,0.400000,-0.014626,0.769231
4,0.01,3.000000,0.615385,0.000000,0.645813,0.000000,0.000000,0.114625,0.529924,0.000000,-0.000000,0.615385
4,0.01,4.000000,0.461538,0.000000,0.484360,0.000000,0.000000,0.085969,0.397443,0.000000,-0.000000,0.461538
4,0.01,5.000000,0.307692,0.000000,0.322906,0.000000,0.000000,0.057313,0.264962,0.000000,-0.000000,0.307692
4,0.01,6.000000,0.153846,0.000000,0.161453,0.000000,0.000000,0.028656,0.132481,0.000000,-0.000000,0.153846
4,0.02,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,0.02,1.000000,0.923077,0.923077,0.923077,-0.338453,0.923077,7.116835,0.923077,1.212551,0.666667,0.666667
4,0.02,2.000000,0.769231,0.769231,0.769231,-0.169226,0.769231,3.558417,0.769231,1.010459,0.000000,0.000000
4,0.02,3.000000,0.615385,0.615385,0.615385,-0.000000,0.615385,0.000000,0.615385,0.808367,0.000000,0.000000
4,0.02,4.000000,0.461538,0.461538,0.461538,-0.000000,0.461538,0.000000,0.461538,0.606276,0.000000,0.000000
4,0.02,5.000000,0.307692,0.307692,0.307692,-0.000000,0.307692,0.000000,0.307692,0.404184,0.000000,0.000000
4,0.02,6.000000,0.153846,0.153846,0.153846,-0.000000,0.153846,0.000000,0.153846,0.202092,0.000000,0.000000
4,0.05,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,0.05,1.000000,0.544356,0.666667,5.940049,0.750319,0.429341,0.666667,1.084326,0.923077,1.054598,0.738037
4,0.05,2.000000,0.453630,0.000000,4.950041,0.375159,0.357784,0.000000,0.903605,0.769231,0.527299,0.615031
4,0.05,3.000000,0.362904,0.000000,3.960033,0.000000,0.286227,0.000000,0.722884,0.615385,0.000000,0.492025
4,0.05,4.000000,0.272178,0.000000,2.970025,0.000000,0.214670,0.000000,0.542163,0.461538,0.000000,0.369018
4,0.05,5.000000,0.181452,0.000000,1.980016,0.000000,0.143114,0.000000,0.361442,0.307692,0.000000,0.246012
4,0.05,6.000000,0.090726,0.000000,0.990008,0.000000,0.071557,0.000000,0.180721,0.153846,0.000000,0.123006
4,0.1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,0.1,1.000000,0.923077,0.667653,0.666667,0.883723,0.736899,0.800000,0.666667,0.666667,1.195833,0.888889
4,0.1,2.000000,0.769231,0.500739,0.000000,0.662792,0.614082,0.400000,0.000000,0.000000,0.996527,0.666667
4,0.1,3.000000,0.615385,0.333826,0.000000,0.441861,0.491266,0.000000,0.000000,0.000000,0.797222,0.444444
4,0.1,4.000000,0.461538,0.166913,0.000000,0.220931,0.368449,0.000000,0.000000,0.000000,0.597916,0.222222
4,0.1,5.000000,0.307692,0.000000,0.000000,0.000000,0.245633,0.000000,0.000000,0.000000,0.398611,0.000000
4,0.1,6.000000,0.153846,0.000000,0.000000,0.000000,0.122816,0.000000,0.000000,0.000000,0.199305,0.000000
4,0.2,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,0.2,1.000000,0.968475,0.923077,0.923077,2.049494,1.111655,0.923077,0.666667,1.296835,0.666667,-0.173775
4,0.2,2.000000,0.484238,0.769231,0.769231,1.024747,0.926379,0.769231,0.000000,0.648417,0.000000,-0.086888
4,0.2,3.000000,0.000000,0.615385,0.615385,-0.000000,0.741103,0.615385,0.000000,0.000000,0.000000,-0.000000
4,0.2,4.000000,0.000000,0.461538,0.461538,-0.000000,0.555828,0.461538,0.000000,0.000000,0.000000,-0.000000
4,0.2,5.000000,0.000000,0.307692,0.307692,-0.000000,0.370552,0.307692,0.000000,0.000000,0.000000,-0.000000
4,0.2,6.000000,0.000000,0.153846,0.153846,-0.000000,0.185276,0.153846,0.000000,0.000000,0.000000,-0.000000
4,0.5,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,0.5,1.000000,0.903654,1.091383,0.923077,0.954929,0.857143,0.909091,0.923077,0.981132,1.268833,0.949106
4,0.5,2.000000,0.602436,0.727589,0.769231,0.636619,0.571429,0.727273,0.769231,0.654088,0.845889,0.474553
4,0.5,3.000000,0.301218,0.363794,0.615385,0.318310,0.285714,0.545455,0.615385,0.327044,0.422944,0.000000
4,0.5,4.000000,0.000000,0.000000,0.461538,0.000000,0.000000,0.363636,0.461538,0.000000,0.000000,0.000000
4,0.5,5.000000,0.000000,0.000000,0.307692,0.000000,0.000000,0.181818,0.307692,0.000000,0.000000,0.000000
4,0.5,6.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.000000
4,1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1,1.000000,1.043055,0.857143,0.888889,0.923077,0.800000,0.813699,0.776286,0.909091,0.923077,0.666667
4,1,2.000000,0.521527,0.571429,0.666667,0.769231,0.400000,0.650959,0.388143,0.727273,0.769231,0.000000
4,1,3.000000,0.000000,0.285714,0.444444,0.615385,0.000000,0.488220,0.000000,0.545455,0.615385,0.000000
4,1,4.000000,0.000000,0.000000,0.222222,0.461538,0.000000,0.325480,0.000000,0.363636,0.461538,0.000000
4,1,5.000000,0.000000,0.000000,0.000000,0.307692,0.000000,0.162740,0.000000,0.181818,0.307692,0.000000
4,1,6.000000,0.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.000000,0.000000,0.153846,0.000000
4,2,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,2,1.000000,0.666667,0.793499,0.985276,0.923077,0.666667,2.179158,0.804214,0.809383,0.888889,1.029030
4,2,2.000000,0.000000,0.595124,0.492638,0.769231,0.000000,1.634368,0.536143,0.539589,0.666667,0.514515
4,2,3.000000,0.000000,0.396750,0.000000,0.615385,0.000000,1.089579,0.268071,0.269794,0.444444,0.000000
4,2,4.000000,0.000000,0.198375,0.000000,0.461538,0.000000,0.544789,0.000000,0.000000,0.222222,0.000000
4,2,5.000000,0.000000,0.000000,0.000000,0.307692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,2,6.000000,0.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,5,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,5,1.000000,0.909091,0.920410,0.857143,0.962626,0.936233,0.984289,0.857143,0.924680,0.857143,0.666667
4,5,2.000000,0.727273,0.690308,0.571429,0.721970,0.468116,0.492144,0.571429,0.616453,0.571429,0.000000
4,5,3.000000,0.545455,0.460205,0.285714,0.481313,0.000000,0.000000,0.285714,0.308227,0.285714,0.000000
4,5,4.000000,0.363636,0.230103,0.000000,0.240657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,5,5.000000,0.181818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,5,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,10,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,10,1.000000,0.888889,0.216286,0.866141,0.909091,0.666667,0.875492,0.922031,1.010054,0.863601,0.884588
4,10,2.000000,0.666667,0.180238,0.577427,0.727273,0.000000,0.583661,0.614687,0.505027,0.575734,0.663441
4,10,3.000000,0.444444,0.144191,0.288714,0.545455,0.000000,0.291831,0.307344,0.000000,0.287867,0.442294
4,10,4.000000,0.222222,0.108143,0.000000,0.363636,0.000000,0.000000,0.000000,0.000000,0.000000,0.221147
4,10,5.000000,0.000000,0.072095,0.000000,0.181818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,10,6.000000,0.000000,0.036048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.01,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.01,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.01,2.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.01,3.000000,0.000000,0.000000,0.750000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.01,4.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.01,5.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.01,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.02,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000
5,0.02,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000
5,0.02,2.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.713483,0.000000,1.000000,0.666667,0.000000
5,0.02,3.000000,0.000000,0.000000,0.600000,0.000000,0.000000,0.400000,0.000000,0.571429,0.333333,0.000000
5,0.02,4.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.285714,0.000000,0.000000
5,0.02,5.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.02,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.05,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000
5,0.05,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000
5,0.05,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000,0.000000,0.666667,0.000000
5,0.05,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.333333,0.000000
5,0.05,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000
5,0.05,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.05,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.1,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
5,0.1,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
5,0.1,2.000000,0.000000,0.833333,0.666667,0.000000,0.700000,0.000000,0.000000,0.000000,1.000000,0.000000
5,0.1,3.000000,0.000000,0.666667,0.333333,0.000000,0.400000,0.000000,0.000000,0.000000,0.571429,0.000000
5,0.1,4.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.285714,0.000000
5,0.1,5.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.1,6.000000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.2,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
5,0.2,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
5,0.2,2.000000,0.800000,0.000000,0.800000,0.000000,0.500000,0.000000,0.000000,1.000000,0.000000,0.700000
5,0.2,3.000000,0.600000,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.571429,0.000000,0.400000
5,0.2,4.000000,0.400000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.285714,0.000000,0.000000
5,0.2,5.000000,0.200000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.2,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.5,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000
5,0.5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000
5,0.5,2.000000,0.000000,0.750000,0.807692,1.000000,0.700000,0.000000,1.000000,0.815104,1.000000,0.000000
5,0.5,3.000000,0.000000,0.500000,0.615385,0.750000,0.400000,0.000000,0.800000,0.773695,0.750000,0.000000
5,0.5,4.000000,0.000000,0.250000,0.423077,0.500000,0.000000,0.000000,0.600000,0.000000,0.500000,0.000000
5,0.5,5.000000,0.000000,0.000000,0.230769,0.250000,0.000000,0.000000,0.400000,0.000000,0.250000,0.000000
5,0.5,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000
5,1,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000
5,1,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000
5,1,2.000000,0.000000,0.000000,0.833333,0.666667,0.092445,0.000000,1.000000,0.800000,1.000000,0.000000
5,1,3.000000,0.000000,0.000000,0.666667,0.333333,0.070435,0.000000,0.761905,0.600000,0.800000,0.000000
5,1,4.000000,0.000000,0.000000,0.500000,0.000000,0.048424,0.000000,0.523810,0.400000,0.600000,0.000000
5,1,5.000000,0.000000,0.000000,0.333333,0.000000,0.026413,0.000000,0.285714,0.200000,0.400000,0.000000
5,1,6.000000,0.000000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000
5,2,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000
5,2,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000
5,2,2.000000,0.833333,0.700000,0.000000,0.000000,0.666667,0.911770,0.800000,1.000000,0.000000,0.000000
5,2,3.000000,0.666667,0.400000,0.000000,0.000000,0.333333,0.000000,0.600000,0.835682,0.000000,0.000000
5,2,4.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.192794,0.000000,0.000000
5,2,5.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000
5,2,6.000000,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,5,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000
5,5,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000
5,5,2.000000,0.000000,0.666667,0.821436,0.700000,0.731417,0.833333,0.940663,0.668741,0.700000,0.000000
5,5,3.000000,0.000000,0.333333,0.685361,0.400000,0.619763,0.666667,0.224795,0.337481,0.400000,0.000000
5,5,4.000000,0.000000,0.000000,0.410718,0.000000,0.365708,0.500000,0.000000,0.006222,0.000000,0.000000
5,5,5.000000,0.000000,0.000000,0.205359,0.000000,0.182854,0.333333,0.000000,0.003111,0.000000,0.000000
5,5,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000
5,10,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
5,10,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000
5,10,2.000000,0.200553,0.648508,0.683403,0.155900,0.741973,0.000000,0.782300,0.810996,1.000000,0.500000
5,10,3.000000,0.000000,0.372762,0.578830,0.000000,0.390681,0.000000,0.573450,0.621992,0.546856,0.000000
5,10,4.000000,0.000000,0.172762,0.000000,0.000000,0.149922,0.000000,0.373450,0.432988,0.196128,0.000000
5,10,5.000000,0.000000,0.048508,0.000000,0.000000,0.019695,0.000000,0.182300,0.231713,0.098064,0.000000
5,10,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.01,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
6,0.01,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,0.000000
6,0.01,2.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.01,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.01,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.01,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.01,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.02,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
6,0.02,1.000000,1.000000,1.000000,0.666667,1.000000,0.000000,0.000000,0.000000,0.000000,0.666667,1.000000
6,0.02,2.000000,1.000000,0.500000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
6,0.02,3.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.02,4.000000,0.333333,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.02,5.000000,0.000000,0.000000,0.000000,0.285714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.02,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.05,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000
6,0.05,1.000000,0.000000,0.000000,0.000000,0.666667,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000
6,0.05,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000
6,0.05,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
6,0.05,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
6,0.05,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.285714,0.000000,0.000000
6,0.05,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
6,0.1,1.000000,0.000000,1.000000,0.000000,0.666667,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6,0.1,2.000000,0.000000,0.500000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.1,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.1,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.1,5.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.1,6.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.2,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
6,0.2,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6,0.2,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6,0.2,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6,0.2,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6,0.2,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6,0.2,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000
6,0.5,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000
6,0.5,1.000000,1.000000,0.000000,0.000000,0.666667,0.591918,0.000000,0.000000,0.000000,1.000000,1.000000
6,0.5,2.000000,1.000000,0.000000,0.000000,0.000000,0.591918,0.000000,0.000000,0.000000,1.000000,1.000000
6,0.5,3.000000,1.000000,0.000000,0.000000,0.000000,0.591918,0.000000,0.000000,0.000000,0.400000,0.000000
6,0.5,4.000000,0.333333,0.000000,0.000000,0.000000,0.147980,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.5,5.000000,0.000000,0.000000,0.000000,0.000000,0.147980,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.5,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,1,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,1,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.738318,0.000000,0.000000,0.857009,0.128824
6,1,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.478734,0.000000,0.000000,0.000000,0.064412
6,1,3.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.478734,0.000000,0.000000,0.000000,0.000000
6,1,4.000000,0.000000,0.600000,0.000000,0.000000,0.000000,0.478734,0.000000,0.000000,0.000000,0.000000
6,1,5.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.136781,0.000000,0.000000,0.000000,0.000000
6,1,6.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,2,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000
6,2,1.000000,0.666667,0.553822,0.000000,0.835924,1.000000,0.880694,0.760645,1.000000,0.000000,0.854722
6,2,2.000000,0.000000,0.000000,0.000000,0.626943,0.271784,0.594526,0.760645,0.792845,0.000000,0.569815
6,2,3.000000,0.000000,0.000000,0.000000,0.417962,0.240991,0.000000,0.760645,0.069959,0.000000,0.284907
6,2,4.000000,0.000000,0.000000,0.000000,0.208981,0.090595,0.000000,0.190161,0.000000,0.000000,0.000000
6,2,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.190161,0.000000,0.000000,0.000000
6,2,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,5,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,5,1.000000,0.800000,1.000000,0.928194,1.000000,0.991104,1.000000,0.909091,0.944077,0.813991,1.000000
6,5,2.000000,0.400000,1.000000,0.000000,1.000000,0.641063,1.000000,0.727273,0.876155,0.813991,0.159505
6,5,3.000000,0.000000,0.614827,0.000000,0.527270,0.609500,0.361072,0.545455,0.744550,0.591994,0.000000
6,5,4.000000,0.000000,0.281493,0.000000,0.000000,0.213688,0.000000,0.363636,0.292052,0.443995,0.000000
6,5,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.181818,0.000000,0.295997,0.000000
6,5,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.147998,0.000000
6,10,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,10,1.000000,0.857143,1.000000,0.988410,0.824045,1.000000,1.000000,0.949930,0.942281,0.800000,0.945477
6,10,2.000000,0.571429,0.786995,0.711259,0.618034,0.707403,0.821264,0.268325,0.942281,0.400000,0.630318
6,10,3.000000,0.285714,0.670231,0.711259,0.412023,0.374978,0.757203,0.000000,0.698226,0.000000,0.315159
6,10,4.000000,0.000000,0.194830,0.237086,0.206011,0.058443,0.273755,0.000000,0.314094,0.000000,0.000000
6,10,5.000000,0.000000,0.145885,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,10,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
